image_path,mask_path,series,split
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_612.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_612.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_616.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_616.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_626.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_626.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_64.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_64.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_649.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_649.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_668.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_668.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_696.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_696.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_699.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_699.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_712.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_712.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_1052.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_1052.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_1065.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_1065.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_1074.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_1074.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_1083.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_1083.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_157.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_157.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_300.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_300.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_318.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_318.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_354.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_354.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_360.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_360.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_372.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_372.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_436.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_436.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_455.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_455.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_475.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_475.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_476.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_476.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_494.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_494.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_496.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_496.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_528.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_528.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_549.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_549.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_571.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_571.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_580.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_580.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_589.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_589.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_621.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_621.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_660.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_660.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_676.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_676.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_689.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_689.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_705.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_705.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_712.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_712.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_718.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_718.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_750.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_750.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_756.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_756.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_770.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_770.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_776.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_776.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_793.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_793.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_865.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_865.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_882.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_882.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_910.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_910.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_913.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_913.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_924.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_924.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121826590036VAS_slice_930.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121826590036VAS_slice_930.png,202201121826590036VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_1064.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_1064.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_1245.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_1245.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_1303.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_1303.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_1393.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_1393.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_1508.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_1508.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_1509.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_1509.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_1611.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_1611.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_1654.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_1654.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_1717.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_1717.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_1735.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_1735.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_1739.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_1739.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_1857.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_1857.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_1865.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_1865.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_2065.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_2065.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_2081.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_2081.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_2085.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_2085.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_2140.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_2140.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_2209.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_2209.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_2495.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_2495.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_2571.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_2571.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_2662.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_2662.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_2674.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_2674.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_2678.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_2678.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_2833.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_2833.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_2860.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_2860.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_293.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_293.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_2967.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_2967.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_3067.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_3067.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_3183.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_3183.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_3226.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_3226.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_3245.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_3245.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_3321.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_3321.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_3423.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_3423.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_3446.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_3446.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_3505.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_3505.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_3890.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_3890.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_3891.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_3891.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_4024.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_4024.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_4107.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_4107.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_4217.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_4217.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_4246.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_4246.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_4328.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_4328.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_4352.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_4352.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_4389.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_4389.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_4410.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_4410.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_755.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_755.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_949.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_949.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121834300037VAS_slice_978.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121834300037VAS_slice_978.png,202201121834300037VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1019.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1019.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1045.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1045.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1104.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1104.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1117.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1117.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1130.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1130.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1137.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1137.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1171.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1171.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1200.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1200.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1259.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1259.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1291.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1291.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1307.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1307.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1339.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1339.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1350.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1350.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1371.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1371.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1399.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1399.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1410.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1410.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1451.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1451.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1518.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1518.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1577.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1577.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1580.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1580.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1581.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1581.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1659.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1659.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1725.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1725.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1752.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1752.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1815.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1815.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1829.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1829.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1830.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1830.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1890.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1890.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1914.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1914.png,202201121837530038VAS,train
